country	n_forms	at	t_at	capital_exp	revenue_total	income	va	rd	wages	emp	year	n_pars	fdi	fdi_income	n_groups	profit_return	net_interest	income_equity	capital_gains	txt	income_equity1	income_equity2	_	us_related_sales	us_unrelated_sales	for1_relates_sales	for1_unrelates_sales	for2_relates_sales	for2_unrelates_sales	iso
Ireland	887.0	1761677.0	66735.0	8654.0	362651.0	157058.0	93733.0	3665.0	9895.0	129.5	2017					81268.0	-4218.0	81058.0	-1130.0	4134.0				50000.0	2804.0	19908.0	48446.0	93034.0	136037.0	IRL
Ireland	944.0	2050008.0	57222.0	7436.0	437192.0	216796.0	112006.0	3521.0	10765.0	135.2	2018					99596.0	-5931.0	117319.0	7250.0	7367.0				73389.0	3977.0	19072.0	47669.0	122926.0	154508.0	IRL
Ireland	1097.0	1957645.0	75412.0	7795.0	459568.0	223713.0	97156.0	4170.0	11855.0	149.7	2019	490.0				83047.0	-6296.0	127987.0	17767.0	5082.0	127603.0	384.0		93129.0	5318.0	18553.0	48754.0	125768.0	152861.0	IRL
Ireland	1090.0	2015411.0	80356.0	10260.0	470070.0	194372.0	118818.0	4062.0	12985.0	155.5	2020					99177.0	-3039.0	101887.0	454.0	7140.0				117374.0	5200.0	21921.0	48030.0	120318.0	146019.0	IRL
Ireland	992.0	1941109.0	60015.0	8070.0	517400.0	174710.0	117564.0	4495.0	14505.0	160.3	2021					97009.0	-1296.0	91374.0	-440.0	13227.0				133129.0	7825.0	25550.0	66048.0	99423.0	176197.0	IRL
Israel	125.0	22150.0	3212.0		12897.0	1141.0			2237.0	66.3	2004		6935.0	562.0	143.0	672.0	-80.0	147.0	-2.0	143.0			7940.0							ISR
Israel	128.0	26107.0			14313.0	1369.0			2693.0	69.8	2005					955.0	-19.0	86.0	6.0	167.0										ISR
Israel	131.0	29860.0							2837.0	63.0	2006					1315.0		155.0	11.0	237.0										ISR
Israel	129.0								3403.0	68.3	2007					1368.0	-7.0	95.0	29.0	215.0										ISR
Israel	123.0	32814.0							4030.0	77.4	2008					899.0	22.0	-25.0	-17.0	342.0										ISR
Israel	117.0	31766.0	5057.0	591.0	14059.0	438.0	5753.0	1845.0	3530.0	63.5	2009		8897.0	-290.0	89.0	702.0	-38.0	-1.0		188.0			14059.0							ISR
Israel	122.0	34913.0	4683.0	660.0	15740.0	1539.0	6934.0	2000.0	3675.0	69.8	2010					1560.0		275.0		196.0										ISR
Israel	125.0	38281.0	6649.0	2744.0	16120.0	1444.0	7463.0	2045.0	4066.0	71.0	2011					1560.0	26.0	107.0	132.0	338.0				4376.0	749.0	190.0	5362.0			ISR
Israel	119.0	54366.0	7758.0	3230.0	19302.0	4716.0	10169.0	2012.0	4267.0	72.0	2012					3606.0	54.0		-28.0	386.0						230.0	5879.0	2647.0	2492.0	ISR
Israel	122.0	56063.0	7179.0	1703.0	18164.0	2444.0	8749.0	2148.0	4427.0	72.5	2013					2139.0		892.0	-48.0	436.0				6978.0	735.0	224.0	5853.0	2099.0	2043.0	ISR
Israel	172.0	62931.0	6733.0	663.0	20667.0	3281.0	10414.0	2645.0	5242.0	67.2	2014		12316.0	758.0	134.0	3566.0	111.0						20667.0	6997.0	355.0	355.0	8182.0	3088.0	1464.0	ISR
Israel	173.0	60281.0	6315.0	687.0	20554.0	2636.0	9238.0	2955.0	5271.0	67.4	2015					2675.0	-2.0	463.0	-15.0	389.0				7291.0	358.0	291.0	7720.0	3312.0	1328.0	ISR
Israel	187.0	65398.0	5610.0	624.0	19771.0	2080.0	8818.0	2518.0	5331.0	69.8	2016					2218.0	17.0	328.0	29.0	422.0				6463.0	360.0	204.0	7645.0	3181.0	1673.0	ISR
Israel	198.0	71340.0	6483.0	622.0	20775.0	2917.0	10052.0	2615.0	6070.0	74.2	2017					2837.0		582.0	54.0	531.0				6986.0	580.0	401.0	7663.0	3226.0	1654.0	ISR
Israel	200.0	73082.0	13445.0	666.0	21969.0	3407.0	10753.0	2782.0	6184.0	74.0	2018					3186.0		513.0	355.0	646.0				7420.0	576.0	261.0	8167.0	3692.0	1541.0	ISR
Israel	229.0	96525.0	14368.0	1949.0	26900.0	4431.0	14305.0	3345.0	7345.0	87.2	2019	227.0				3897.0		1162.0	-40.0		1161.0	1.0		10414.0	815.0	866.0	9365.0	3626.0	1486.0	ISR
Israel	234.0	104194.0	14089.0	1928.0	29667.0	6426.0	16190.0	4008.0	8375.0	89.2	2020					4134.0	-41.0			401.0				12334.0	558.0	850.0	9845.0	4524.0	1244.0	ISR
Israel	233.0	112457.0	14348.0	2549.0	34256.0	7370.0	18654.0	4637.0	9305.0	90.1	2021					5171.0	10.0	2773.0	89.0	657.0				12867.0	585.0	1128.0	13087.0	4728.0	1510.0	ISR
Italy	710.0	144122.0	29990.0		118712.0	8552.0			13257.0	263.7	2004		25079.0	1146.0	615.0	3861.0	275.0	744.0	47.0	2279.0			98571.0							ITA
Italy	714.0	151036.0			131145.0	11585.0			13789.0	267.1	2005					4803.0	293.0	2165.0	1401.0	2084.0										ITA
Italy	747.0	168123.0			137109.0	9620.0			14140.0	274.6	2006					5189.0	560.0	2488.0	-101.0	2305.0										ITA
Italy	748.0	204563.0			153279.0	10582.0			14783.0	276.2	2007					6014.0	594.0	1918.0	-71.0	2910.0										ITA
Italy	709.0	192661.0			160958.0	12008.0			16064.0	265.9	2008					6152.0	958.0	1771.0	238.0	1620.0										ITA
Italy	639.0	155293.0	18361.0	2729.0	113075.0	3451.0	29980.0	788.0	14490.0	213.7	2009		29387.0	1876.0	397.0	3992.0	396.0	1326.0	-4.0	1701.0			113075.0							ITA
Italy	619.0	155883.0	15599.0	2490.0	112160.0	2857.0	28301.0	596.0	13886.0	205.6	2010					3393.0	516.0	1332.0	-140.0	1724.0				1837.0	617.0	4290.0	80428.0	12134.0	11338.0	ITA
Italy	625.0	169229.0	16234.0	3315.0	120439.0	4716.0	32306.0	939.0	15315.0	207.9	2011					4575.0	606.0	1820.0	303.0	1979.0				2583.0	747.0	3233.0	86860.0	14620.0	10820.0	ITA
Italy	645.0	173422.0	15276.0	2522.0	111963.0	2250.0	30749.0	683.0	15018.0	206.7	2012					3475.0	575.0	1435.0	-319.0	2341.0				3610.0	474.0	5631.0	75933.0	14635.0	9902.0	ITA
Italy	648.0	179956.0	16219.0	2471.0	112186.0	3806.0	32211.0	796.0	14972.0	204.9	2013					3980.0	715.0	1945.0	-235.0	1884.0				4229.0	487.0	5680.0	78658.0	8619.0	13009.0	ITA
Italy	737.0	180436.0	17689.0	3777.0	119115.0	2236.0	32901.0	890.0	16040.0	217.7	2014		30621.0	1122.0	456.0	3494.0		1225.0	52.0	2220.0			119115.0	4907.0	1256.0	5005.0	83963.0	9417.0	13167.0	ITA
Italy	748.0	168758.0	16253.0	3551.0	109878.0	4280.0	30255.0	840.0	14603.0	214.9	2015					4321.0	192.0	1920.0	-493.0	1464.0				5846.0	2271.0	3964.0	78675.0	7212.0	10303.0	ITA
Italy	737.0	167274.0	16344.0	3980.0	108284.0	5307.0	28442.0	772.0	14370.0	223.7	2016					3777.0	110.0	3020.0	-298.0	1188.0				6681.0	901.0	3702.0	76265.0	7539.0	11190.0	ITA
Italy	760.0	189095.0	18527.0	4311.0	114756.0	6667.0	31507.0	846.0	15112.0	232.5	2017					5224.0	-6.0	2751.0	286.0	1589.0				6230.0	1930.0	3489.0	82179.0	8936.0	10123.0	ITA
Italy	756.0	182698.0	23603.0	4352.0	126797.0	5163.0	32606.0	847.0	16385.0	249.4	2018					4328.0	-201.0	1698.0	600.0	1459.0				7001.0	1200.0	3968.0	87623.0	10994.0	13969.0	ITA
Italy	799.0	205604.0	25313.0	4368.0	118783.0	8063.0	34797.0	954.0	16370.0	254.8	2019	590.0				7143.0	-40.0	2651.0	171.0	1884.0	2400.0	251.0		5514.0	915.0	3760.0	86068.0	8319.0	12406.0	ITA
Italy	780.0	209938.0	19411.0	3258.0	104856.0	4753.0	29984.0	997.0	15793.0	237.1	2020					4900.0	-297.0	1346.0	-126.0	1352.0				2974.0	770.0	3349.0	78156.0	7699.0	10079.0	ITA
Italy	761.0	202338.0	18391.0	3183.0	121173.0	6478.0	33199.0	1119.0	16923.0	234.1	2021					5683.0	-268.0	2485.0	-107.0	1569.0				3187.0	1057.0			8367.0	11726.0	ITA
Jamaica	24.0	5056.0	1031.0		1681.0	62.0					2004			54.0	32.0															JAM
Jamaica	19.0	2191.0							124.0	5.9	2005																			JAM
Jamaica	17.0										2006																			JAM
Jamaica	15.0	1893.0			1082.0	39.0			64.0	4.4	2007																			JAM
Jamaica	14.0	1966.0			1163.0	-64.0			60.0	4.2	2008																			JAM
Jamaica	14.0	2208.0	642.0	12.0	996.0	33.0	199.0	1.0	112.0	4.9	2009		609.0	12.0	10.0															JAM
Jamaica	14.0	2152.0	648.0	10.0	985.0	47.0	219.0	1.0	106.0	4.8	2010																			JAM
Jamaica	14.0	2232.0	616.0	19.0	1094.0	52.0	233.0	1.0	104.0	4.8	2011																			JAM
Jamaica	11.0	1955.0	526.0	28.0	764.0		120.0	1.0	101.0	4.7	2012																			JAM
Jamaica	11.0	1947.0	508.0	4.0	733.0	3.0	142.0	1.0	103.0	4.7	2013																			JAM
Jamaica	15.0	902.0	287.0	12.0	837.0	111.0	228.0	0.0	97.0	5.2	2014			56.0	11.0															JAM
Jamaica	17.0	1002.0	364.0	20.0	896.0	62.0	250.0	0.0	145.0	5.9	2015																			JAM
Jamaica	18.0	931.0	342.0	25.0	706.0	60.0	216.0	0.0	118.0	3.8	2016																			JAM
Jamaica	18.0	962.0	346.0	17.0	772.0	58.0	216.0	0.0	118.0	3.8	2017																			JAM
Jamaica	18.0	953.0	354.0	23.0	819.0	60.0	220.0	0.0	118.0	3.8	2018																			JAM
Jamaica	20.0	1071.0	455.0	37.0	803.0	3.0	214.0	0.0	150.0	6.8	2019	27.0																		JAM
Jamaica	20.0	1095.0	452.0	45.0	701.0	-26.0	187.0	0.0	148.0	6.7	2020																			JAM
Jamaica	19.0	1075.0	447.0	33.0	790.0	-56.0	140.0	0.0	129.0	6.7	2021																			JAM
Japan	886.0	545517.0	60096.0		303366.0	14383.0			31941.0	537.9	2004		64010.0	8203.0	652.0	14960.0	-3434.0	656.0	52.0	6089.0			184972.0							JPN
Japan	877.0	585486.0			328384.0	16070.0			34489.0	619.7	2005					16803.0	-2728.0	609.0	1737.0	6638.0										JPN
Japan	907.0	621842.0			296176.0	15386.0			31694.0	594.1	2006					15718.0	-3358.0	1101.0	2991.0	8350.0										JPN
Japan	964.0	654603.0			298748.0	14277.0			31628.0	619.5	2007					16277.0	-2882.0	1738.0	240.0	6815.0										JPN
Japan	921.0	591268.0			319145.0	10680.0			31868.0	581.9	2008					17830.0	-6040.0	1247.0	-7249.0	4396.0										JPN
Japan	690.0	860671.0	42617.0	4356.0	221098.0	7063.0	51175.0	1835.0	27943.0	311.1	2009		83664.0	12516.0	385.0	15574.0	-6925.0	744.0	77.0	404.0			221098.0							JPN
Japan	690.0	951445.0	33494.0	4348.0	246223.0	9425.0	47928.0	1812.0	28021.0	311.9	2010					11916.0	-7866.0	2564.0	272.0	5319.0				5255.0	735.0	25845.0	169727.0	11031.0	3386.0	JPN
Japan	657.0	1029082.0	33823.0	4688.0	289877.0	13467.0	60921.0	2169.0	30828.0	319.9	2011					19481.0	-6811.0	1875.0	377.0	8252.0				6450.0	702.0	31158.0	198988.0	12688.0	6532.0	JPN
Japan	659.0	1017303.0	25619.0	3092.0	250097.0	13247.0	54952.0	2314.0	32303.0	321.4	2012					21977.0	-6645.0	761.0	-1941.0	7529.0				6477.0	594.0	5752.0	177922.0	12081.0	6450.0	JPN
Japan	644.0	892888.0	23411.0	2925.0	235257.0	11541.0	46356.0	2392.0	28252.0	321.7	2013					18982.0	-6504.0	2504.0	-4836.0	5096.0				5139.0	397.0	5100.0	161066.0	12391.0	6601.0	JPN
Japan	774.0	932829.0	26056.0	3791.0	233748.0	19547.0	49471.0	2674.0	27205.0	337.9	2014		95660.0	8891.0	455.0	21044.0	-5961.0	4191.0	1130.0				233748.0	5884.0	255.0	3308.0	166767.0	13864.0	6763.0	JPN
Japan	787.0	897397.0	27345.0	4940.0	217017.0	17562.0	47533.0	2504.0	25984.0	367.4	2015					22406.0	-7579.0	3613.0	-2936.0	5509.0				5038.0	212.0	6720.0	150943.0	13283.0	6406.0	JPN
Japan	794.0	1029070.0	28632.0	5848.0	230410.0	19767.0	45914.0	2788.0	25289.0	344.2	2016					21183.0	-8540.0	1982.0	3469.0	6852.0				4567.0	373.0	9506.0	156557.0	13236.0	9338.0	JPN
Japan	767.0	1021529.0	28644.0	4751.0	236635.0	22538.0	47034.0	2945.0	25433.0	361.6	2017					22730.0	-9038.0	2105.0	2737.0	5015.0				5174.0	393.0	5195.0	169146.0	15510.0	6851.0	JPN
Japan	753.0	1030302.0	30285.0	5759.0	241719.0	22152.0	50169.0	2808.0	25603.0	370.1	2018					24949.0	-8683.0	2340.0	2349.0	7469.0				5230.0	626.0	5434.0	173468.0	15610.0	7931.0	JPN
Japan	803.0	1047375.0	34673.0	8242.0	237777.0	20357.0	51955.0	2872.0	26048.0	380.5	2019	634.0				24133.0	-6797.0	2250.0	2032.0	8057.0	2124.0	126.0		5088.0	814.0	3961.0	178696.0	15246.0	4125.0	JPN
Japan	790.0	1099594.0	35894.0	8084.0	256088.0	21149.0	49809.0	2753.0	26771.0	386.3	2020					23507.0	-9540.0	1555.0	986.0	4897.0				5515.0	771.0	3416.0	201069.0	9775.0	2999.0	JPN
Japan	774.0	1066576.0	36945.0	8449.0	277946.0	20351.0	51200.0	3165.0	26458.0	353.2	2021					23370.0	-8501.0	3998.0	-862.0	6154.0				5583.0	855.0	4242.0	220753.0	10744.0	3208.0	JPN
Jordan	4.0				152.0	11.0			22.0	2.3	2004		35.0	5.0	12.0															JOR
Jordan	4.0	253.0			160.0	-1.0			23.0	2.4	2005																			JOR
Jordan	4.0				142.0	12.0			20.0	1.7	2006																			JOR
Jordan	4.0				167.0	10.0			20.0	1.7	2007																			JOR
Jordan	5.0								24.0	1.7	2008																			JOR
Jordan	5.0	895.0	150.0		408.0	33.0	78.0		28.0	2.1	2009		135.0	16.0	4.0															JOR
Jordan	5.0	947.0	168.0		443.0	27.0	99.0		31.0	2.4	2010																			JOR
Jordan	5.0	983.0			460.0	20.0	105.0	0.0	35.0		2011																			JOR
Jordan	4.0	722.0	91.0	7.0	432.0	45.0	111.0	0.0	34.0	1.5	2012																			JOR
Jordan	4.0	766.0	97.0	9.0	448.0	61.0	124.0	0.0	33.0	1.4	2013																			JOR
Jordan	7.0	902.0	142.0	17.0	530.0	69.0	159.0	0.0	56.0	1.9	2014		196.0	34.0	7.0															JOR
Jordan	8.0	985.0	149.0	23.0	506.0		161.0	0.0	57.0	1.9	2015																			JOR
Jordan	9.0	1112.0	147.0	12.0	520.0	109.0	222.0	0.0	60.0	1.8	2016																			JOR
Jordan	7.0	898.0	99.0	10.0	315.0		107.0	0.0	36.0	1.1	2017																			JOR
Jordan	8.0	944.0	141.0	14.0	382.0	40.0	113.0	0.0	46.0	1.3	2018																			JOR
Jordan	13.0	1232.0	159.0	9.0	491.0	33.0	96.0	1.0	73.0	2.3	2019	22.0																		JOR
Jordan	13.0	1234.0	158.0	10.0	453.0	26.0	112.0		73.0	2.4	2020																			JOR
Jordan	15.0	1436.0	199.0	15.0	568.0	29.0	133.0		79.0	2.4	2021																			JOR
Kazakhstan	29.0								231.0	8.7	2004		4600.0		23.0															KAZ
Kazakhstan	29.0	28096.0							226.0	8.8	2005																			KAZ
Kazakhstan	31.0								243.0	9.2	2006																			KAZ
Kazakhstan	32.0								300.0	9.9	2007																			KAZ
Kazakhstan	31.0								298.0	7.5	2008																			KAZ
Kazakhstan	35.0	46023.0	15790.0	2525.0				0.0	287.0	7.4	2009		7320.0	763.0	19.0															KAZ
Kazakhstan	35.0	50128.0	16634.0	2561.0				0.0	333.0	7.5	2010																			KAZ
Kazakhstan	37.0	65367.0	17390.0	2212.0				0.0	301.0	6.6	2011																			KAZ
Kazakhstan	38.0	71470.0	17986.0	2671.0				0.0	335.0	8.5	2012																			KAZ
Kazakhstan	38.0			7327.0				0.0	388.0	9.4	2013																			KAZ
Kazakhstan	41.0								367.0	8.9	2014				23.0															KAZ
Kazakhstan	40.0								484.0	9.9	2015																			KAZ
Kazakhstan	42.0								383.0	8.8	2016																			KAZ
Kazakhstan	42.0							1.0	343.0	7.5	2017																			KAZ
Kazakhstan	41.0							1.0	338.0	7.0	2018																			KAZ
Kazakhstan	47.0								321.0	6.7	2019	46.0																		KAZ
Kazakhstan	47.0							1.0			2020																			KAZ
Kazakhstan	47.0						7400.0	3.0			2021																			KAZ
Kenya	16.0	724.0	285.0		844.0	15.0					2004		124.0	9.0	24.0															KEN
Kenya	15.0	675.0			1017.0	18.0					2005																			KEN
Kenya	14.0	595.0			812.0	22.0					2006																			KEN
Kenya	13.0	753.0			891.0	18.0					2007																			KEN
Kenya	13.0	687.0			1196.0	26.0					2008																			KEN
Kenya	9.0	1225.0	207.0	5.0	515.0	49.0	128.0		60.0	3.4	2009			20.0	9.0															KEN
Kenya	8.0	1342.0	222.0	12.0	415.0	51.0	146.0		62.0	3.9	2010																			KEN
Kenya	9.0	1596.0	217.0	7.0	499.0	71.0	168.0		61.0	3.8	2011																			KEN
Kenya	10.0	1587.0	228.0	15.0	710.0	95.0	207.0	1.0	66.0	4.0	2012																			KEN
Kenya	16.0	2116.0	527.0	121.0	967.0	-42.0	68.0	1.0	78.0	3.9	2013																			KEN
Kenya	21.0	2228.0	567.0	131.0	1165.0	-44.0	130.0		94.0	5.6	2014			-91.0	19.0															KEN
Kenya	21.0	2049.0	485.0	116.0	1030.0	-65.0	86.0		89.0	5.3	2015																			KEN
Kenya	22.0	2252.0	535.0	28.0	1034.0	-46.0	151.0		92.0	5.9	2016																			KEN
Kenya	22.0	2172.0	536.0	50.0	1034.0	-48.0	150.0		92.0	5.9	2017																			KEN
Kenya	21.0	2079.0	525.0	45.0	1027.0		174.0		86.0	5.9	2018																			KEN
Kenya	22.0	2220.0	490.0	32.0	1086.0	-33.0	150.0		105.0	4.3	2019	44.0																		KEN
Kenya	22.0	2212.0	487.0	32.0	2070.0	-33.0	156.0	2.0	105.0	4.4	2020																			KEN
Kenya	22.0	2396.0	500.0	27.0	2288.0	-46.0	132.0	4.0	105.0	4.3	2021																			KEN
Kiribati					4.0				1.0		2004		0.0	0.0	1.0															KIR
Kiribati					4.0				1.0		2005																			KIR
Kiribati					4.0				1.0		2006																			KIR
Kiribati					4.0				1.0		2007																			KIR
Kiribati					4.0				1.0		2008																			KIR
Korea Republic of	288.0	50748.0	15460.0		51421.0	3327.0			4318.0	112.6	2004		11852.0	1828.0	383.0	2463.0	224.0	85.0	4.0	660.0			25186.0							KOR
Korea Republic of	287.0	59406.0			64062.0	4331.0			5216.0	119.6	2005					2880.0	-26.0	32.0	392.0	722.0										KOR
Korea Republic of	303.0	86901.0			80343.0	5696.0			5973.0	125.1	2006					3900.0	-44.0	46.0	54.0	721.0										KOR
Korea Republic of	307.0	99625.0			99558.0	6112.0			6433.0	120.8	2007					4701.0	-186.0	74.0	223.0	1258.0										KOR
Korea Republic of	297.0	83903.0			104673.0	4985.0			5857.0	120.2	2008					3056.0	-473.0	84.0	-471.0	808.0										KOR
Korea Republic of	253.0	130996.0	9373.0	1599.0	48610.0	2069.0	9157.0	746.0	5069.0	118.2	2009		19015.0	1638.0	183.0	2818.0	-807.0	88.0	3.0	656.0			48610.0							KOR
Korea Republic of	244.0	134697.0	11224.0	1811.0	55149.0	3355.0	11169.0	824.0	5352.0	118.9	2010					3947.0	-548.0	129.0	128.0	848.0				3072.0	535.0	566.0	34934.0	5129.0	7186.0	KOR
Korea Republic of	244.0	136952.0	12952.0	2679.0	64424.0	4285.0	13238.0	854.0	6104.0	122.4	2011					5081.0	-690.0	103.0	248.0	1147.0				3163.0	1409.0	412.0	38589.0	7580.0	9311.0	KOR
Korea Republic of	251.0	141967.0	11212.0	2469.0	67132.0	4524.0	13982.0	898.0	6890.0	126.4	2012					5372.0	-900.0	155.0	5.0	1008.0				2611.0	206.0	401.0	39065.0	9780.0	10803.0	KOR
Korea Republic of	249.0	142247.0	11563.0	1707.0	67347.0	4173.0	13062.0	912.0	6974.0	122.6	2013					4354.0	-948.0	105.0	745.0	1031.0				4222.0	309.0	362.0	39928.0	12747.0	5288.0	KOR
Korea Republic of	333.0	163806.0	15403.0	2907.0	74499.0	4988.0	15201.0	996.0	8075.0	131.1	2014		36279.0	2267.0	239.0	5093.0	-964.0	338.0	17.0	1253.0			74499.0	4616.0	328.0	1209.0	47233.0	12730.0	3683.0	KOR
Korea Republic of	328.0	155812.0	15191.0	2097.0	72830.0	4947.0	15786.0	985.0	7540.0	125.3	2015					5399.0	-962.0	396.0	319.0	1167.0				3925.0	297.0	1176.0	43670.0	12648.0	6720.0	KOR
Korea Republic of	332.0	152605.0	15488.0	1785.0	70852.0	5161.0	16086.0	915.0	7339.0	121.9	2016					5692.0	-998.0	409.0	164.0	1104.0				3989.0	201.0	1089.0	42588.0	11356.0	7476.0	KOR
Korea Republic of	332.0	162686.0	15725.0	1867.0	69713.0	5240.0	16630.0	1024.0	7584.0	119.3	2017					5517.0	-804.0	427.0	665.0	1369.0				4699.0	270.0	934.0	46441.0	7512.0	5730.0	KOR
Kosovo	1.0					2.0	1.0	0.0	2.0		2016																			XKX
Kosovo	1.0					2.0	1.0	0.0	2.0		2017																			XKX
Kosovo	1.0					2.0	1.0	0.0	2.0	0.2	2018																			XKX
Kosovo	1.0		2.0			4.0	-2.0	0.0	2.0	0.3	2019	1.0																		XKX
Kosovo	1.0		2.0			5.0	-2.0	0.0	2.0	0.3	2020																			XKX
Kosovo	1.0		2.0				-3.0	0.0	2.0	0.3	2021																			XKX
Kuwait	11.0	2984.0	1536.0		2737.0	839.0			90.0	1.4	2004				14.0															KWT
Kuwait	11.0				3164.0	829.0			115.0	1.5	2005																			KWT
Kuwait	13.0				4281.0	896.0			170.0	2.0	2006																			KWT
Kuwait	12.0				4766.0	1053.0			185.0	1.9	2007																			KWT
Kuwait	12.0				5838.0	1107.0			176.0	2.0	2008																			KWT
Kuwait	7.0							0.0	189.0	2.4	2009		149.0	14.0	5.0															KWT
Kuwait	7.0	4192.0				309.0		0.0	214.0	2.3	2010																			KWT
Kuwait	7.0	1176.0	98.0	9.0	398.0	60.0	192.0	0.0	90.0	1.5	2011																			KWT
Kuwait	6.0		103.0		405.0	41.0	172.0	0.0	91.0	1.5	2012																			KWT
Kuwait	6.0		83.0		415.0	49.0		0.0	85.0	1.5	2013																			KWT
Kuwait	7.0	1319.0	144.0	5.0	495.0	69.0		0.0	78.0	0.8	2014		177.0	17.0	7.0															KWT
Kuwait	6.0	1092.0	58.0	4.0	482.0	65.0	169.0	0.0	76.0	0.8	2015																			KWT
Kuwait	7.0	1390.0		9.0	638.0	84.0	227.0	0.0	97.0	0.9	2016																			KWT
Kuwait	8.0	1547.0		7.0	950.0	157.0	357.0	0.0	159.0	1.7	2017																			KWT
Kuwait	9.0	1719.0		7.0	1048.0	115.0	350.0	0.0	193.0	2.0	2018																			KWT
Kuwait	16.0	2330.0	319.0	43.0	1475.0	115.0	630.0	0.0	224.0	2.2	2019	25.0																		KWT
Kuwait	17.0	2648.0	275.0	13.0	1274.0	144.0	432.0	0.0	199.0	1.9	2020																			KWT
Kuwait	16.0	2422.0	209.0	14.0	1079.0	107.0	371.0	0.0	188.0	3.8	2021																			KWT
Kyrgyzstan	0.0		7.0		24.0	-1.0		0.0		0.6	2009				0.0															KGZ
Kyrgyzstan	0.0		7.0		24.0	-1.0		0.0		0.6	2010																			KGZ
Kyrgyzstan	0.0		7.0		24.0	-1.0		0.0		0.6	2011																			KGZ
Kyrgyzstan	0.0		7.0		24.0	-1.0		0.0		0.6	2012																			KGZ
Kyrgyzstan	0.0		7.0		24.0	-1.0		0.0		0.6	2013																			KGZ
Kyrgyzstan	3.0	389.0	23.0	3.0	85.0	-2.0	9.0	0.0	26.0	2.1	2014		60.0	1.0	3.0															KGZ
Kyrgyzstan	3.0	354.0	20.0	2.0	83.0	-4.0	25.0	0.0	24.0	2.0	2015																			KGZ
Kyrgyzstan	3.0	281.0	19.0	2.0	95.0	3.0	37.0	0.0	20.0	2.0	2016																			KGZ
Kyrgyzstan	3.0	514.0	26.0	3.0	68.0	11.0	35.0	0.0	18.0	1.9	2017																			KGZ
Kyrgyzstan	3.0	291.0	21.0	4.0	100.0	14.0	46.0	0.0	24.0	2.2	2018																			KGZ
Kyrgyzstan	3.0	330.0	21.0	3.0	108.0	20.0	50.0	0.0	22.0	2.0	2019	5.0																		KGZ
Kyrgyzstan	3.0	302.0	21.0	2.0	102.0	15.0	44.0	0.0	21.0	1.9	2020																			KGZ
Kyrgyzstan	3.0	323.0	20.0	2.0	109.0	18.0	48.0	0.0	21.0	2.0	2021																			KGZ
Laos	1.0										2004																			LAO
Laos	1.0	8.0							1.0	0.1	2005																			LAO
Laos	1.0	8.0							1.0	0.1	2006																			LAO
Laos	1.0										2007																			LAO
Laos	1.0										2008																			LAO
Laos	1.0	4.0	1.0					0.0			2009			0.0	1.0															LAO
Laos	1.0	5.0	1.0					0.0			2010																			LAO
Laos	1.0	5.0	1.0					0.0			2011																			LAO
Laos	1.0		6.0			5.0	7.0	0.0	1.0		2014			5.0	1.0															LAO
Laos	1.0			1.0		2.0	6.0	0.0	3.0	0.1	2015																			LAO
Laos	1.0		3.0	3.0				0.0	1.0		2016																			LAO
Laos	1.0		3.0				2.0	0.0	1.0		2017																			LAO
Laos	1.0		3.0			4.0	7.0		1.0		2018																			LAO
Laos	1.0		6.0	1.0		2.0	5.0	0.0	1.0		2019	2.0																		LAO
Laos	1.0		6.0		7.0			0.0	1.0		2020																			LAO
Laos	1.0		6.0			4.0	8.0	0.0	1.0		2021																			LAO
Latvia	7.0								11.0	1.0	2004			7.0	13.0															LVA
Latvia	7.0	203.0							13.0	1.1	2005																			LVA
Latvia	7.0								17.0	1.3	2006																			LVA
Latvia	7.0								24.0	1.4	2007																			LVA
Latvia	6.0	536.0			294.0	-9.0			22.0	1.0	2008																			LVA
Latvia	4.0	356.0	76.0	2.0	221.0	-37.0	117.0	2.0	21.0	0.7	2009				4.0															LVA
Latvia	4.0	263.0	68.0	3.0	209.0	9.0		2.0	20.0	0.8	2010																			LVA
Latvia	4.0	215.0	72.0	3.0	215.0	4.0		2.0	20.0	0.8	2011																			LVA
Latvia	5.0	387.0	76.0		225.0	5.0			27.0	1.1	2012																			LVA
Latvia	4.0	189.0	77.0	3.0	196.0	19.0		2.0	16.0	0.7	2013																			LVA
Latvia	7.0	238.0	68.0	3.0	308.0	16.0	144.0	4.0	28.0	1.2	2014		57.0	7.0	7.0															LVA
Latvia	6.0	229.0	66.0	3.0	280.0	15.0	130.0	4.0	28.0	1.2	2015																			LVA
Latvia	6.0	212.0	57.0	2.0	277.0	24.0	135.0	4.0	29.0	1.3	2016																			LVA
Latvia	6.0	217.0	55.0	2.0	282.0	17.0	130.0	4.0	29.0	1.3	2017																			LVA
Latvia	7.0	219.0	53.0	3.0	277.0	8.0	121.0	4.0	28.0	1.3	2018																			LVA
Latvia	12.0	441.0	105.0		414.0	24.0	183.0	1.0	36.0	1.7	2019	26.0																		LVA
Latvia	12.0	448.0	107.0	12.0	408.0	22.0	176.0	1.0	38.0	1.8	2020																			LVA
Latvia	12.0	452.0	106.0	13.0	454.0	25.0	193.0	2.0	40.0	1.8	2021																			LVA
Lebanon	6.0								16.0	0.4	2004		44.0	14.0	15.0															LBN
Lebanon	7.0	632.0							28.0	1.1	2005																			LBN
Lebanon	6.0	637.0							29.0	1.1	2006																			LBN
